UniProtKB/Swiss-Prot ID	Gene name	Gene stable ID
P53305	RSM27	YGR215W
Q06178	NMA1	YLR328W
P39734	FRT2	YAL028W
Q6B0Z2		YML101C-A
Q8TGN6		YHR137C-A
P19659	GAL11	YOL051W
Q04705	PRM6	YML047C
P43587	YPI1	YFR003C
Q2V2P3		YKL023C-A
P38745		YHL017W
P53211		YGR018C
P60010	ACT1	YFL039C
P53113		YGL152C
P32912	VAM7	YGL212W
O13514		YAL042C-A
Q12000	TMA46	YOR091W
O13562		YLR171W
Q3E743		YJR112W-A
O13511		YAL065C
P21374	ISY1	YJR050W
P47086		YJR011C
P35178	RRP1	YDR087C
P39521	FHL1	YPR104C
P20049	TYR1	YBR166C
Q06538	CSC1	YLR241W
P23503	NAR1	YNL240C
Q12067	ATX2	YOR079C
Q06549	CDD1	YLR245C
P25040	TSR4	YOL022C
P18410	SPO7	YAL009W
P42833	HXT14	YNL318C
P19881	PHO13	YDL236W
P53165	SGF73	YGL066W
P47168	TTI2	YJR136C
P39533	ACO2	YJL200C
P38735	VMR1	YHL035C
P49626	RPL4B	YDR012W
Q07541		YDL121C
P69852	HSK3	YKL138C-A
P53848	FOL1	YNL256W
P56508	SNA2	YDR525W-A
P40554	URM1	YIL008W
A0A023PZJ3		YIL030W-A
Q05919	VPS38	YLR360W
P25348	MRPL32	YCR003W
P06174	HEM4	YOR278W
Q12070		YOR024W
	BUD19	YJL188C
P40020	FIR1	YER032W
P32339	HMX1	YLR205C
P54860	UFD2	YDL190C
Q3E781		YBR221W-A
P39933	PZF1	YPR186C
P20604	SIT4	YDL047W
P34730	BMH2	YDR099W
P46993	ASG7	YJL170C
Q06598	ARR3	YPR201W
Q8TGQ5		YBR131C-A
P38287	CSH1	YBR161W
P01094	PAI3	YMR174C
P38773	DOG2	YHR043C
P52490	UBC13	YDR092W
P30619	SEC1	YDR164C
P06787	CMD1	YBR109C
Q03012	SPP1	YPL138C
P50875	SPT20	YOL148C
P40509	SEC28	YIL076W
P53169	YBP2	YGL060W
P53100		YGL185C
Q12734	CSR2	YPR030W
P12685	TRK1	YJL129C
Q08236	AVO1	YOL078W
P47149	NNF1	YJR112W
A0A023PYI5		YIR036W-A
P40538		YIL029C
Q3E784	SLO1	YER180C-A
P21657	DAL81	YIR023W
P39976	DLD3	YEL071W
P54857	TGL2	YDR058C
P38627	URA8	YJR103W
P38823	DMA1	YHR115C
P53541	SPO1	YNL012W
P0CE98		YLR161W
P0CE96		YLR161W
P0CE97		YLR161W
P38335	MTC4	YBR255W
P32806	GYP6	YJL044C
Q03465	RPN4	YDL020C
P38130	KTR3	YBR205W
Q05881		YLR287C
Q12100	RTK1	YDL025C
Q8TGU5		YBR296C-A
P48234	ENP2	YGR145W
P53729		YNR029C
Q06390	PHO92	YDR374C
Q03497	STE20	YHL007C
P21268	FAR1	YJL157C
P36080	RRP14	YKL082C
P25620		YCR022C
Q7LIF1		YLR366W
Q12315	GLE1	YDL207W
P38995	CCC2	YDR270W
P25653	FIG2	YCR089W
Q03660	TRS130	YMR218C
P36017	VPS21	YOR089C
Q04869		YMR315W
P32562	CDC5	YMR001C
Q03768	GIR2	YDR152W
Q99207	NOP14	YDL148C
Q12496	SDD3	YOL098C
P47173		YJR142W
Q06685	VIP1	YLR410W
Q12246	LCB4	YOR171C
P38195	ECM13	YBL043W
P16474	KAR2	YJL034W
P39983	SDD1	YEL057C
Q3E808	DGR1	YNL130C-A
Q12180	HAL9	YOL089C
P27637	BUD14	YAR014C
P53930	YAF9	YNL107W
P04076	ARG4	YHR018C
Q08293		YOL150C
A0A023PXG7		YLR230W
Q12347	HRT3	YLR097C
P32794	AFG2	YLR397C
P39924	HXT13	YEL069C
P32329	YPS1	YLR120C
Q3E785	SDH6	YDR379C-A
P32499	NUP2	YLR335W
P53751		YNR065C
P42883	THI12	YNL332W
P36151		YKR070W
P21243	SCL1	YGL011C
P37293	NAT2	YGR147C
P53223	CAX4	YGR036C
P46985	MNN11	YJL183W
P53971	FAP1	YNL023C
Q8TGR8		YAL037C-B
Q12189	RKI1	YOR095C
P47102	GEA1	YJR031C
P35817	BDF1	YLR399C
Q00582	GTR1	YML121W
P32505	NAB2	YGL122C
Q07880		YLL044W
Q04921	SPR28	YDR218C
Q12403	ERP3	YDL018C
P0CF18		YMR085W
P38797	PTC7	YHR076W
P40364	MPM1	YJL066C
Q8TGS8		YMR105W-A
P38272	SHE3	YBR130C
P36117	ALY1	YKR021W
Q12146	PSF3	YOL146W
P20436	RPB8	YOR224C
Q03879		YMR122C
P43568	CAK1	YFL029C
P38309		YBR206W
P08521		YOR302W
Q3E770	PAU11	YGL261C
P0CE93	PAU11	YGL261C
P0CE92	PAU11	YGL261C
P39559		YAR053W
Q06208	RIF2	YLR453C
P23641	MIR1	YJR077C
Q12263	GIN4	YDR507C
P36531	MRPL36	YBR122C
Q12358	JLP1	YLL057C
P38625	GUA1	YMR217W
Q12158	MCD1	YDL003W
P41057	RPS29A	YLR388W
P32349	RPC82	YPR190C
P37838	NOP4	YPL043W
P53744	BIO5	YNR056C
P53182		YGL041C
P32618		YEL043W
P36112		YKR016W
P53038	TEL2	YGR099W
P53230	TAM41	YGR046W
Q3E6R4		YDR524C-B
P43567	AGX1	YFL030W
Q03579	LIP1	YMR298W
Q06350	CTS2	YDR371W
P38360	PCA1	YBR295W
P53874	UBP10	YNL186W
Q04674		YMR057C
P16521	YEF3	YLR249W
P39000	SHC1	YER096W
P39925	AFG3	YER017C
P43534	THI5	YFL058W
P47038		YJL064W
P32796	CAT2	YML042W
P38632	MMS21	YEL019C
Q06337	EAF1	YDR359C
Q04897		YMR320W
P35191	MDJ1	YFL016C
Q12301		YDL180W
Q12524	PCD1	YLR151C
P36128		YKR033C
P38700	APM2	YHL019C
Q8TGU1		YGL188C-A
P53900	GIM3	YNL153C
Q02872		YPL108W
P39112	DSS1	YMR287C
P17898	CPT1	YNL130C
P25559	DCC1	YCL016C
P38211	GPI18	YBR004C
P41277		YIL053W
Q06147	LCB5	YLR260W
P38785	GIC1	YHR061C
P06786	TOP2	YNL088W
Q07800	PSR1	YLL010C
P53306	GPI1	YGR216C
P38132	MCM7	YBR202W
P33331	NTF2	YER009W
Q12516	SRF1	YDL133W
P39729	RBG1	YAL036C
Q03266	ABZ2	YMR289W
P10081	TIF1	YKR059W
P33339	TFC4	YGR047C
P36150	MET1	YKR069W
Q08742	RDL2	YOR286W
Q3E801		YJL136W-A
P20449	DBP5	YOR046C
Q02875	SYH1	YPL105C
P52918	MSN5	YDR335W
P20485	CKI1	YLR133W
P11938	RAP1	YNL216W
Q02721	REC102	YLR329W
P40489	XBP1	YIL101C
P42223	SBE2	YDR351W
P25441	RPC53	YDL150W
P35172	NTH2	YBR001C
P23501	YSR3	YKR053C
P40475	QDR1	YIL120W
Q12467	MRX4	YPL168W
P43612	SAP155	YFR040W
Q08911	FDH1	YOR388C
Q04697	GSF2	YML048W
Q12106	MCP1	YOR228C
P50090	KEL2	YGR238C
P33750	SOF1	YLL011W
Q12495	RLF2	YPR018W
Q12317	MSB4	YOL112W
P15703	BGL2	YGR282C
P40063	RTT105	YER104W
Q12386	ARP8	YOR141C
P0CX30	RPS23B	YPR132W
P0CX29	RPS23B	YPR132W
P53837		YNL276C
P25368	RRP7	YCL031C
P53929		YNL108C
Q06706	IKI3	YLR384C
Q8TGL0		YPL222C-A
P36007	SRY1	YKL218C
Q2V2Q2		YCL048W-A
Q12257		YDL177C
P46965	SPC1	YJR010C-A
Q04792	GAD1	YMR250W
Q08270		YOL131W
Q06506	RRP9	YPR137W
P32335	MSS51	YLR203C
Q08966	PCL8	YPL219W
Q7M4S9		YBL113C
Q3E7B5		YMR230W-A
P36528	MRPL17	YNL252C
Q12329	HSP42	YDR171W
P40968	CDC40	YDR364C
P38153	APM3	YBR288C
P0CY05		YLR156C-A
P0CY02		YLR156C-A
P0CY04		YLR156C-A
P0CY03		YLR156C-A
P32388	MRP49	YKL167C
P09007	SRD1	YCR018C
		YCL022C
P36526	MRPL27	YBR282W
P47104	RAV1	YJR033C
	RSB1	YOR049C
P40043	RGI1	YER067W
Q06648	GIC2	YDR309C
P53126		YGL132W
P0CX40	RPS8A	YBL072C
P0CX39	RPS8A	YBL072C
A0A023PYD0		YAL059C-A
P43561	FET5	YFL041W
P50861	RIB4	YOL143C
Q06032	CST9	YLR394W
P37263		YCR087C-A
P38262	SIF2	YBR103W
Q12340	YRM1	YOR172W
Q07732	ADY3	YDL239C
Q07658		YDL228C
P40363		YJL068C
Q12510	CMR1	YDL156W
P38265	IML3	YBR107C
Q12115		YDL016C
P47025	MDV1	YJL112W
P39523	EPO1	YMR124W
P38205	NCL1	YBL024W
P41818	GLC8	YMR311C
P35719	MRP8	YKL142W
P47054	NUP192	YJL039C
Q04174	SMP3	YOR149C
P0C1Z1		YDR524W-C
P22135	ATP12	YJL180C
Q07951	IRC25	YLR021W
P38214		YBR012C
P38302	NTC20	YBR188C
P47007	MRX5	YJL147C
P32580	SUV3	YPL029W
P53294	PUS6	YGR169C
O13555	JIP3	YLR331C
P12684	HMG2	YLR450W
Q12077		YLR140W
Q04902	SNO4	YMR322C
Q07500	NDE2	YDL085W
P0CF00		YLR157W-E
P47153	TDA4	YJR116W
P32264	PRO1	YDR300C
P32914	SPT4	YGR063C
Q02961		YPL113C
Q03702	CCE1	YKL011C
Q06011	ECM19	YLR390W
P32771	SFA1	YDL168W
P38996	NAB3	YPL190C
P36053	ELF1	YKL160W
P46670	CIN2	YPL241C
P38791	DYS1	YHR068W
P53319	GND2	YGR256W
Q08347	BDS1	YOL164W
P0CX11	ERR2	YPL281C
P0CX10	ERR2	YPL281C
P32502	GCD7	YLR291C
P46151	MET12	YPL023C
P40992	RRN7	YJL025W
P0CX25	RPL43A	YPR043W
P0CX26	RPL43A	YPR043W
P35718	RPC25	YKL144C
Q03208		YML119W
Q08409	AUS1	YOR011W
P53185		YGL036W
A0A023PXF5		YHR218W-A
Q3E7Y4		YHR218W-A
P35731	OAR1	YKL055C
P09435	SSA3	YBL075C
Q06109	RRG8	YPR116W
P29467	MEI4	YER044C-A
P07275	PUT2	YHR037W
Q06071	BLS1	YLR408C
P38759	VPS29	YHR012W
P00359	TDH3	YGR192C
Q08485	NRT1	YOR071C
P53878	PBR1	YNL181W
P87286	OPI7	YDR360W
P42073	REF2	YDR195W
P32799	COX13	YGL191W
P38986	ASP1	YDR321W
P22543	VPS34	YLR240W
P40354	NTA1	YJR062C
P53232		YGR051C
P36136	SHB17	YKR043C
Q12204	DDL1	YOR022C
P41735	CAT5	YOR125C
P53207	SNU71	YGR013W
P40536		YIL032C
P38261	EXO84	YBR102C
P34761	WHI3	YNL197C
P06773	DCD1	YHR144C
P39945	AST2	YER101C
P36519	MRPL7	YDR237W
P25693	PCL2	YDL127W
Q08282	PPM2	YOL141W
P40076		YER121W
P25491	YDJ1	YNL064C
P25563		YCL023C
P32573	SPS19	YNL202W
P53043	PPT1	YGR123C
P38798	NMD2	YHR077C
P01119	RAS1	YOR101W
Q08728		YOR263C
P19145	GAP1	YKR039W
Q08907	FIT3	YOR383C
Q12184	YAH1	YPL252C
P38852	LIN1	YHR156C
Q04562	TMN2	YDR107C
Q12445	POM34	YLR018C
P05743	RPL26A	YLR344W
P08425	MSF1	YPR047W
Q03337	TRS31	YDR472W
P19736	PRP9	YDL030W
P53035	MIG2	YGL209W
Q35811		Q0092
Q08444	NOB1	YOR056C
P24814	GRR1	YJR090C
P29703	RAM2	YKL019W
Q04712	RRN11	YML043C
Q08234		YOL075C
P38067	UGA2	YBR006W
P53832	WSC2	YNL283C
P39682	PRP39	YML046W
P0C5R3		YOR073W-A
P08432	SPE1	YKL184W
Q08651	ENV9	YOR246C
Q06688	BER1	YLR412W
P50107	GLO1	YML004C
P39702	VPS8	YAL002W
Q03322	TLG1	YDR468C
P52871	SBH2	YER019C-A
P32366	VMA6	YLR447C
A0A023PYI2		YIL142C-A
P34217	PIN4	YBL051C
Q08412	CUE5	YOR042W
Q3E795		YLR361C-A
Q07478	SUB2	YDL084W
Q07622	ACK1	YDL203C
P07807	DFR1	YOR236W
Q3E751		YPL119C-A
Q04767	TVP18	YMR071C
Q08559	FYV12	YOR183W
Q8TGP7		YDL025W-A
P12709	PGI1	YBR196C
Q08949	DDC1	YPL194W
P40352	RAD26	YJR035W
P32863	RAD54	YGL163C
Q12052	TGS1	YPL157W
P36124	SET3	YKR029C
P31111	ZIP1	YDR285W
P31384	CCR4	YAL021C
P11484	SSB1	YDL229W
P28795	PEX3	YDR329C
P39005	KRE9	YJL174W
P38898		YHR217C
P13433	RPO41	YFL036W
P40971	LYS14	YDR034C
P32524	PRP21	YJL203W
P41817	CUP9	YPL177C
Q12130		YLR112W
P53905	LSM7	YNL147W
P16622	HEM15	YOR176W
Q06672	TSR2	YLR435W
P40447	NIT1	YIL164C
Q12465	RAX2	YLR084C
P38770	BRL1	YHR036W
P34239	LST4	YKL176C
Q05022	RRP5	YMR229C
Q08634		YOR238W
Q08873	SCP1	YOR367W
Q08749	TIM18	YOR297C
P13045	GAL3	YDR009W
P06780	RHO1	YPR165W
P39077	CCT3	YJL014W
P0CL30		YGR296C-A
P0CL31		YGR296C-A
P0CL27		YGR296C-A
P0CL29		YGR296C-A
P0CL28		YGR296C-A
Q86ZR7		YKL033W-A
P39016	MPT5	YGL178W
Q04734	RIM9	YMR063W
P38200	SHE1	YBL031W
Q12499	NOP58	YOR310C
P49687	NUP145	YGL092W
Q02642	EGD1	YPL037C
Q06834	ASR1	YPR093C
P40961	PHB1	YGR132C
P04806	HXK1	YFR053C
Q8TGQ4		YBR141W-A
P47063		YJL027C
P43555	EMP47	YFL048C
P40960	PAC11	YDR488C
P53830	CUS2	YNL286W
Q99344	UBA3	YPR066W
P34164	SIP2	YGL208W
P32917	STE5	YDR103W
P40416	ATM1	YMR301C
P48510	DSK2	YMR276W
P53821		YNL337W
Q12523		YPL247C
Q02884	ELP4	YPL101W
Q02770	CWC27	YPL064C
P32611	RML2	YEL050C
Q12393	GEP5	YLR091W
P14126	RPL3	YOR063W
P47184		YJR157W
P47177		YJR149W
P17260	KRE1	YNL322C
P41901	SPR3	YGR059W
P36075	CUE2	YKL090W
P40106		YER062C
P40493	BMT5	YIL096C
Q03667	MIX17	YMR002W
Q05473	MRX8	YDR336W
Q06217	SMD2	YLR275W
P25554	SGF29	YCL010C
P38714	MSR1	YHR091C
P36134		YKR041W
P39713	BDH2	YAL061W
P81450	ATP18	YML081C-A
P39009	DUN1	YDL101C
Q12163	NBP2	YDR162C
Q8TGQ6		YBL006W-A
P53896	PGA1	YNL158W
P33202	UFD4	YKL010C
Q12107	APC9	YLR102C
Q12153	SSF2	YDR312W
P41058	RPS29B	YDL061C
Q03723	OST6	YML019W
P25347		YCR001W
P33417	IXR1	YKL032C
P14291	RED1	YLR263W
P20438	CLN2	YPL256C
Q02888		YPL099C
Q03214	ECM5	YMR176W
P53268		YGR114C
P12945	NAT1	YDL040C
P38779	CIC1	YHR052W
P53276	UTP8	YGR128C
Q03761	TAF12	YDR145W
P0C269		YBL100W-C
O13579		YLR379W
Q6B0X2		YMR158W-B
P27796	POT1	YIL160C
Q03759		YML108W
Q01649	CIK1	YMR198W
P53063	RAI1	YGL246C
Q04608		YDR124W
P22140	EPT1	YHR123W
Q07660	BRE4	YDL231C
P38758	TDA3	YHR009C
Q00362	CDC55	YGL190C
P53220	TIM21	YGR033C
P36142		YKR051W
Q04493	GIM5	YML094W
Q03674	PLB2	YMR006C
P53040	TAF6	YGL112C
Q03940	RVB1	YDR190C
Q08561	IES4	YOR189W
Q45U18		YIL134C-A
D6VPM8		YAR023C
P32783	ABD1	YBR236C
Q12016	VPS68	YOL129W
Q99369	FSH3	YOR280C
P38909	CYC2	YOR037W
P50623	UBC9	YDL064W
P0CF16		YML003W
P53889	FMP41	YNL168C
P0C261		YML057C-A
A0A023PXI8		YER006C-A
P40518	ARC15	YIL062C
P36026	UBP11	YKR098C
A0A023PXD9		YFL015W-A
P41733	GAB1	YLR459W
A0A023PYJ0		YML009C-A
P53199	ERG26	YGL001C
P47181		YJR154W
P43625		YFR057W
Q9URQ3	TAD3	YLR316C
P38148	PPS1	YBR276C
Q00947	STP1	YDR463W
Q12511	PTC5	YOR090C
P28003	FUN19	YAL034C
P53293		YGR168C
P53148	SPC105	YGL093W
P47124	HOC1	YJR075W
Q06224	YSH1	YLR277C
Q12432	EAF3	YPR023C
P53271	COG2	YGR120C
Q03418		YDR491C
P40456	ESL1	YIL151C
Q02354	UTP6	YDR449C
Q04500	UTP14	YML093W
P38011	ASC1	YMR116C
Q04336		YMR196W
P38744		YHL018W
Q02892	NOG1	YPL093W
Q3E792	RPS25A	YGR027C
P06779	RAD7	YJR052W
Q04978		YML053C
P28626	YIM2	YMR151W
P19073	CDC42	YLR229C
P40013	BIM1	YER016W
P35206	CSG2	YBR036C
Q12361	GPR1	YDL035C
Q03028	ODC1	YPL134C
Q8TGR1		YLR120W-A
P38229	GIP1	YBR045C
P36533	MRPL39	YML009C
P53057	YPS5	YGL259W
P31688	TPS2	YDR074W
Q04413	API2	YDR525W
P54785	MOT3	YMR070W
P09937	SPS4	YOR313C
P34240	ZRT3	YKL175W
P22216	RAD53	YPL153C
Q03661	ESC1	YMR219W
P40520		YIL059C
P38152	CTP1	YBR291C
Q08202	OPI10	YOL032W
Q08968	FMP40	YPL222W
P53343	PAU12	YGR294W
P49090	ASN2	YGR124W
Q03703		YML037C
P02406	RPL28	YGL103W
P32460	DCG1	YIR030C
P11154	PYC1	YGL062W
Q12504	RKM4	YDR257C
P38709		YHL012W
A0A023PXH4		YAL026C-A
P17558	PET123	YOR158W
Q12172	YRR1	YOR162C
P38636	ATX1	YNL259C
Q06810	OPY2	YPR075C
Q8TGJ8		YJL026C-A
P32564	SCM4	YGR049W
P38276		YBR137W
P38894	FLO5	YHR211W
P38851	LAM1	YHR155W
P21595	DIT2	YDR402C
P38249	RPG1	YBR079C
P0CX56	RPS18A	YDR450W
P0CX55	RPS18A	YDR450W
P32332	OAC1	YKL120W
P48360	ARH1	YDR376W
P47161	VPS70	YJR126C
P38217	KAP104	YBR017C
P53724	MRPL50	YNR022C
P53758		YNR077C
P39991		YEL025C
Q02950	MRP51	YPL118W
P38194		YBL044W
P39113	CAT8	YMR280C
P46654	RPS0B	YLR048W
Q03771	ACL4	YDR161W
P29469	MCM2	YBL023C
P04173	LEU2	YCL018W
Q12010	YPQ1	YOL092W
Q03193		YDR090C
P47771	ALD2	YMR170C
P46683	YAR1	YPL239W
P13130	SPS100	YHR139C
Q12336		YLL059C
P08678	CYR1	YJL005W
P0C5N6		YHR032W-A
P35995		YKL222C
P39529		YJL206C
Q12265	PRS5	YOL061W
P42951	LSB6	YJL100W
Q03880	PKR1	YMR123W
P41813	FKH2	YNL068C
Q6B0Y8		YML012C-A
P38523	MGE1	YOR232W
P23369	MRPL25	YGR076C
P16140	VMA2	YBR127C
O13569		YPR136C
P25390	SSK22	YCR073C
P50104	STB4	YMR019W
Q03695		YMR206W
P53108	YIP5	YGL161C
P53239	COX18	YGR062C
P32567	PAH1	YMR165C
Q3E737		YJL047C-A
P22213	SLY1	YDR189W
P33314	BUD2	YKL092C
P38893		YHR210C
P40017	YAT2	YER024W
Q03085	SRL4	YPL033C
Q12049	THP3	YPR045C
P06774	HAP2	YGL237C
P53215	THG1	YGR024C
P25628	ARE1	YCR048W
Q03687	ANY1	YMR010W
P19812	UBR1	YGR184C
Q06001	FAR10	YLR238W
Q6B0V8	IRC16	YPR038W
Q04412	AGE1	YDR524C
Q07716	AIM6	YDL237W
Q6Q547	NOP10	YHR072W-A
P38842		YHR140W
P53341	MAL12	YGR292W
P33894	STE13	YOR219C
P39079	CCT6	YDR188W
P38774	DOG1	YHR044C
P40506	CAB2	YIL083C
P0CX34	RPS30B	YOR182C
P0CX33	RPS30B	YOR182C
P0CX87	RPL41B	YDL133C-A
P0CX86	RPL41B	YDL133C-A
Q05867		YLR283W
Q04430	CAB1	YDR531W
P32263	PRO3	YER023W
P53287		YGR151C
Q08240		YOL099C
P38282	SPP381	YBR152W
P07170	ADK1	YDR226W
P53186		YGL034C
Q12251		YPR011C
P33413	DUR3	YHL016C
Q05900	YHC1	YLR298C
P53164	NPY1	YGL067W
P43618	CNN1	YFR046C
Q03233	ADD37	YMR184W
P38887		YHR202W
O13546		YLR232W
Q12267	SMC4	YLR086W
P28834	IDH1	YNL037C
Q07376	MCH1	YDL054C
P54839	ERG13	YML126C
P28789	HEM3	YDL205C
P40546	FAF1	YIL019W
P87261		YDR537C
Q3E7B6	VMA9	YCL005W-A
Q12026		YLR053C
Q04018		YMR244W
P40052		YER079W
P38075	PDX3	YBR035C
Q02887	ATG21	YPL100W
P46961	GPI2	YPL076W
P18480	SNF5	YBR289W
P40850	MKT1	YNL085W
Q05359	ERP1	YAR002C-A
P25357	SNT1	YCR033W
P21801	SDH2	YLL041C
P38707	DED81	YHR019C
P25603		YCL007C
P0CL24		YJL222W-B
P0CL23		YJL222W-B
Q03263		YMR279C
Q02651	SMA1	YPL027W
Q04373	PUF6	YDR496C
P32319	PEP1	YBL017C
P23060	MAK32	YCR019W
P21306	ATP15	YPL271W
Q06651	PIB1	YDR313C
Q02629	NUP100	YKL068W
P48412	UPF3	YGR072W
P06242	KIN28	YDL108W
Q12114	CHS5	YLR330W
Q01662	MAP1	YLR244C
A0A023PZH9		YHL034W-A
Q05503		YDR340W
A0A023PXM7		YIL020C-A
P53036	SAP4	YGL229C
A0A023PXQ9		YMR316C-B
P38284	ICS2	YBR157C
P50276	MUP1	YGR055W
Q8TGM3		YLR299C-A
P25299	RNA15	YGL044C
P53951	COG5	YNL051W
P53904	ALF1	YNL148C
Q8TGM8		YLL019W-A
Q04438	SPG4	YMR107W
Q8TGJ2		YNR075C-A
Q12250	RPN5	YDL147W
P05318	RPP1A	YDL081C
Q08746	RRS1	YOR294W
P27472	GSY2	YLR258W
Q12404	MPD1	YOR288C
P15442	GCN2	YDR283C
P08019	SGA1	YIL099W
P38164	SEA4	YBL104C
P32458	CDC11	YJR076C
P53849	GIS2	YNL255C
P40893	REE1	YJL217W
P52911	EXG2	YDR261C
Q12121		YDL211C
P39958	GDI1	YER136W
Q02457	TBF1	YPL128C
P89495		YBL109W
Q3E809		YML054C-A
Q8TGK1		YHR213W-B
P53173	ERV14	YGL054C
P40496	RSM25	YIL093C
Q01477	UBP3	YER151C
Q12415	TFC7	YOR110W
P47116	PTK2	YJR059W
Q02207	FOX2	YKR009C
P25608		YCR102C
P39988	BUD16	YEL029C
P28240	ICL1	YER065C
P40576		YIR024C
P41939	IDP2	YLR174W
P47159		YJR124C
P11746	MCM1	YMR043W
Q03010	UME1	YPL139C
Q12320	GLO4	YOR040W
P40463	VHS2	YIL135C
P38715	GRE3	YHR104W
P39515	TIM17	YJL143W
P39703		YAL004W
Q07457	BRE1	YDL074C
P27697	COQ8	YGL119W
P0C5M7		YEL050W-A
Q8TGN8		YGR068W-A
Q12229	UBX3	YDL091C
P47040	YHC3	YJL059W
P40058		YER085C
Q12089	AEP3	YPL005W
P47125	BNA2	YJR078W
P02557	TUB2	YFL037W
P03873	BI2	Q0110
P53507	TOM7	YNL070W
Q3E830	EGO2	YCR075W-A
Q12292	ATG34	YOL083W
P40545	HIS6	YIL020C
Q12471	PFK27	YOL136C
P53437	RRN9	YMR270C
Q05515	SVF1	YDR346C
Q3E794		YBR072C-A
O13560		YLR444C
P41832	BNI1	YNL271C
P36123	SAP190	YKR028W
P40090	SCC4	YER147C
P0CH63	DDI2	YFL061W
P0CH64	DDI2	YFL061W
P50263	SIP18	YMR175W
P42939	MVB12	YGR206W
Q08269	ALR1	YOL130W
Q06162	NKP2	YLR315W
O13545		YLR374C
P40041	VHR2	YER064C
P40166		YNL198C
P38954	IPT1	YDR072C
Q3E816		YGR121W-A
P40544	YKE4	YIL023C
Q12036	PPT2	YPL148C
P39526	LAA1	YJL207C
P53721	RCF2	YNR018W
P0C5Q0		YLR154W-F
Q08162	DIS3	YOL021C
Q2V2Q1	ADF1	YCL058W-A
Q08741		YOR282W
P22580	AMD2	YDR242W
P36156	ECM4	YKR076W
Q02826		YPL080C
P81451	ATP19	YOL077W-A
P40074	AVT6	YER119C
P32469	DPH5	YLR172C
Q6B0Y1		YML009W-B
Q06216	PIG1	YLR273C
P42835	EGT2	YNL327W
Q07804	YEH1	YLL012W
Q01159	CEG1	YGL130W
P32609	PEP7	YDR323C
Q99181	HSH49	YOR319W
P32259	SIN4	YNL236W
P53388	DIP5	YPL265W
P38362		YBR300C
P53181		YGL042C
P25576	POF1	YCL047C
P0C5Q7		YNR001W-A
Q07953	SDO1	YLR022C
P0CL41		YIL177W-A
P0CL42		YIL177W-A
P46972	IMP2	YMR035W
P14693	SAM35	YHR083W
P53254	UTP22	YGR090W
P0C5M6		YEL020C-B
P11325	NAM2	YLR382C
Q07989		YLR041W
P13712	MSI1	YBR195C
P38151	PBP2	YBR233W
Q99234	DFG16	YOR030W
P34909	MOT2	YER068W
P47009		YJL144W
P50078	TOS2	YGR221C
P38341		YBR262C
Q03390	VPS60	YDR486C
P36173	GEX2	YKR106W
P38590	MSG5	YNL053W
P41809	HKR1	YDR420W
P07342	ILV2	YMR108W
P04385	GAL1	YBR020W
P25611	RDS1	YCR106W
A0A023PZE4		YHR165W-A
P25037	UBP1	YDL122W
P23179	SPO11	YHL022C
P0CL39		YLR466C-A
P0CL40		YLR466C-A
P0CL38		YLR466C-A
P33336	SKN1	YGR143W
P43577	GNA1	YFL017C
O43137		YBR085C-A
P22214	SEC22	YLR268W
P40095		YER158C
P0CF17		YML002W
P52488	UBA2	YDR390C
P46959	GCD14	YJL125C
P11632	NHP6A	YPR052C
P53084		YGL218W
P0CY07	MATALPHA1	YCR040W
P0CY06	MATALPHA1	YCR040W
Q03758	BUL2	YML111W
Q03262	PRM15	YMR278W
Q12751	RTP1	YMR185W
Q2V2P0		YPR145C-A
P25639		YCR061W
P53093	YIP4	YGL198W
P20051	URA4	YLR420W
P53834	HCH1	YNL281W
P53835	PRM1	YNL279W
A0A023PYJ7		YMR304C-A
Q12697	YPK9	YOR291W
Q08235	BRX1	YOL077C
Q04521		YML084W
P53009	SCY1	YGL083W
P43595	DCV1	YFR012W
P56628	RPL22B	YFL034C-A
P03879	BI4	Q0120
P39535	PHO90	YJL198W
P0C270		YER138W-A
Q08913	FEX1	YOR390W
P24004	PEX1	YKL197C
P53898	NSG2	YNL156C
P53846	LTO1	YNL260C
P53538	SSU72	YNL222W
P39959	COM2	YER130C
P40534	PRM2	YIL037C
P39076	CCT2	YIL142W
P11491	PHO8	YDR481C
Q06675	MCM21	YDR318W
P89113	DDR2	YOL052C-A
Q02890	PNG1	YPL096W
P43124	NSE4	YDL105W
P38767	ERC1	YHR032W
P38439	LEO1	YOR123C
Q12367	RKM5	YLR137W
P00950	GPM1	YKL152C
P47019	ALB1	YJL122W
P00447	SOD2	YHR008C
P40585	PAU15	YIR041W
P48445	BPL1	YDL141W
P47080		YJL007C
P25381	RRT12	YCR045C
Q12479	IRC11	YOR013W
Q04847	ROY1	YMR258C
P43593	UBP6	YFR010W
P40889		YJL225C
P39707	SEN34	YAR008W
P40898		YJL211C
Q04179	URH1	YDR400W
P23493	MBR1	YKL093W
P08459	SPS2	YDR522C
P13517	CAP2	YIL034C
P40511	SPO22	YIL073C
Q12150	CSF1	YLR087C
P31412	VMA5	YKL080W
P43562		YFL040W
P40498	UTP25	YIL091C
P34233	ASH1	YKL185W
Q08683	APC5	YOR249C
P21242	PRE10	YOR362C
P05375	OPI3	YJR073C
P32367	TFC1	YBR123C
Q12515	PAR32	YDL173W
Q06813		YPR078C
